customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,daily_expenses
4094-Nsedu,1,Female,1,0,0,21,1,1,Fiber Optic,0,0,0,0,1,1,Month-To-Month,1,Electronic Check,94.25,1973.75,3.1416666666666666
4097-Yodcf,0,Male,0,0,1,34,1,1,Fiber Optic,1,1,0,0,1,1,One Year,1,Electronic Check,103.8,3470.8,3.46
4098-Naukp,0,Male,1,1,1,68,1,1,Fiber Optic,0,1,1,0,0,0,Month-To-Month,1,Electronic Check,84.65,5683.6,2.8216666666666668
4102-Befek,0,Male,0,0,0,62,1,0,No,0,0,0,0,0,0,Two Year,1,Credit Card (Automatic),20.05,1201.65,0.6683333333333333
4102-Hlenu,0,Female,0,1,0,67,1,1,Dsl,1,1,1,0,0,0,Two Year,0,Mailed Check,65.65,4322.85,2.1883333333333335
4102-Oqupx,1,Male,1,1,0,1,1,1,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,74.4,74.4,2.48
4104-Pvrps,0,Male,0,1,0,24,1,0,Dsl,1,0,0,1,0,0,Month-To-Month,0,Mailed Check,53.6,1315.35,1.7866666666666666
4106-Hadhq,1,Male,0,1,1,39,1,0,Dsl,1,0,1,1,1,1,One Year,0,Credit Card (Automatic),80.0,3182.95,2.6666666666666665
4109-Cyrbd,0,Male,1,1,0,29,1,1,Dsl,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,51.6,1442.0,1.72
4110-Pfeuz,1,Female,0,0,0,1,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,69.55,69.55,2.3183333333333334
4111-Bnxif,0,Female,0,1,1,67,0,0,Dsl,0,1,1,1,1,1,Two Year,1,Electronic Check,59.55,4103.9,1.9849999999999999
4112-Lueiz,1,Male,0,0,0,10,1,0,Fiber Optic,0,0,0,0,1,1,Month-To-Month,1,Electronic Check,89.5,863.1,2.9833333333333334
4114-Qmkvn,0,Female,0,1,1,56,1,1,Dsl,1,1,0,0,0,1,One Year,0,Bank Transfer (Automatic),68.75,3815.4,2.2916666666666665
4115-Bnpjy,0,Male,0,1,1,29,1,0,Dsl,0,0,1,1,1,1,Two Year,0,Mailed Check,75.55,2054.4,2.518333333333333
4115-Nzrks,0,Female,1,0,0,7,1,0,Fiber Optic,0,0,0,0,1,1,Month-To-Month,1,Electronic Check,89.15,574.35,2.9716666666666667
4115-Umjfq,0,Male,0,0,0,69,0,0,Dsl,0,1,1,0,0,0,One Year,1,Bank Transfer (Automatic),35.75,2492.25,1.1916666666666667
4116-Iqrfr,0,Male,0,1,1,4,1,1,No,0,0,0,0,0,0,One Year,0,Credit Card (Automatic),24.1,73.1,0.8033333333333333
4116-Tzaqj,1,Female,0,0,0,9,1,0,Fiber Optic,1,0,0,0,0,0,Month-To-Month,1,Credit Card (Automatic),74.25,639.65,2.475
4118-Cevpf,0,Female,1,0,0,35,1,1,Fiber Optic,1,1,1,1,1,1,One Year,1,Bank Transfer (Automatic),110.8,3836.3,3.6933333333333334
4119-Zypzy,0,Male,1,0,0,71,1,1,Fiber Optic,0,1,0,1,1,1,Two Year,1,Electronic Check,106.8,7623.2,3.56
4121-Agsin,0,Female,0,1,1,58,1,1,No,0,0,0,0,0,0,One Year,1,Credit Card (Automatic),24.5,1497.9,0.8166666666666667
4123-Dvhph,0,Male,0,1,0,9,1,1,Fiber Optic,1,0,0,0,0,1,Month-To-Month,1,Electronic Check,88.05,801.3,2.935
4123-Fcvcb,0,Female,0,0,0,12,1,1,Dsl,0,0,0,1,1,1,One Year,1,Mailed Check,75.85,854.45,2.5283333333333333
4123-Vpqtq,0,Female,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Electronic Check,19.55,61.05,0.6516666666666667
4124-Mmetb,1,Male,0,0,0,22,1,1,Fiber Optic,0,0,0,0,1,1,Month-To-Month,1,Credit Card (Automatic),94.65,2104.55,3.1550000000000002
4128-Etesu,0,Female,1,1,0,47,1,1,Fiber Optic,0,0,1,0,1,1,Month-To-Month,0,Electronic Check,99.7,4747.2,3.3233333333333333
4129-Lycoi,0,Female,0,0,1,67,1,1,Fiber Optic,0,1,0,1,1,1,Two Year,1,Electronic Check,104.0,7039.05,3.466666666666667
4130-Mzlcc,0,Female,0,0,0,5,1,0,Dsl,0,1,0,0,0,0,Month-To-Month,0,Bank Transfer (Automatic),50.55,244.75,1.6849999999999998
4132-Kalro,0,Female,0,0,0,4,1,1,Fiber Optic,0,0,0,1,1,1,Month-To-Month,1,Mailed Check,100.85,399.25,3.3616666666666664
4132-Poczs,0,Male,0,1,0,52,0,0,Dsl,1,0,0,0,0,1,Month-To-Month,1,Electronic Check,39.9,2020.9,1.3299999999999998
4134-Bsxlx,0,Male,0,1,0,28,1,0,Dsl,1,1,0,1,0,0,Month-To-Month,0,Mailed Check,60.9,1785.65,2.03
4135-Frwkj,0,Female,1,1,1,55,1,1,Dsl,1,0,1,1,1,0,One Year,0,Electronic Check,76.25,4154.55,2.5416666666666665
4137-Btikl,0,Male,0,0,0,2,1,1,Fiber Optic,1,0,0,0,0,1,Month-To-Month,0,Mailed Check,90.75,174.75,3.025
4137-Jophl,0,Female,0,0,0,50,1,0,Fiber Optic,0,0,1,1,0,1,Two Year,1,Bank Transfer (Automatic),89.7,4304.5,2.99
4138-Naxed,0,Male,0,0,0,51,1,1,Fiber Optic,0,1,0,0,0,0,Month-To-Month,0,Bank Transfer (Automatic),81.0,4085.75,2.7
4139-Detxs,0,Female,0,1,1,72,0,0,Dsl,1,1,1,1,1,1,Two Year,0,Bank Transfer (Automatic),64.45,4528.0,2.1483333333333334
4139-Jpiam,0,Male,0,0,0,51,0,0,Dsl,1,0,0,1,0,1,Month-To-Month,1,Credit Card (Automatic),44.45,2181.55,1.4816666666666667
4139-Sugld,1,Male,0,1,1,31,0,0,Dsl,1,0,0,1,0,0,Month-To-Month,0,Bank Transfer (Automatic),35.4,1077.5,1.18
4140-Muhug,1,Female,1,0,0,3,1,0,Fiber Optic,0,0,1,0,1,0,Month-To-Month,1,Electronic Check,86.85,220.95,2.895
4140-Toilv,0,Male,0,1,0,22,1,0,Fiber Optic,0,0,1,0,1,0,Month-To-Month,1,Bank Transfer (Automatic),87.0,1850.65,2.9
4140-Wjaww,1,Female,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Credit Card (Automatic),19.85,108.05,0.6616666666666667
4143-Hhpmk,1,Male,0,0,0,52,1,0,Fiber Optic,0,1,0,0,0,1,Month-To-Month,1,Electronic Check,85.35,4338.6,2.8449999999999998
4143-Oobwz,1,Male,0,1,0,5,1,1,Fiber Optic,0,1,0,0,0,0,Month-To-Month,1,Electronic Check,81.3,416.3,2.71
4145-Uqxuq,1,Female,1,0,0,8,1,0,Fiber Optic,0,0,1,0,1,1,Month-To-Month,1,Electronic Check,92.1,729.95,3.07
4146-Svfud,0,Male,0,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,44.6,44.6,1.4866666666666668
4154-Aqugt,1,Male,1,1,0,13,1,0,Fiber Optic,0,1,0,1,0,1,Month-To-Month,1,Bank Transfer (Automatic),89.05,1169.35,2.9683333333333333
4159-Naaix,0,Female,0,0,0,63,1,1,Fiber Optic,0,1,0,0,1,1,Two Year,0,Bank Transfer (Automatic),97.45,6253.0,3.2483333333333335
4160-Amjtl,1,Female,1,0,0,8,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Electronic Check,19.65,164.3,0.6549999999999999
4163-Hftuk,0,Male,0,0,0,51,1,0,No,0,0,0,0,0,0,One Year,0,Electronic Check,19.1,1007.8,0.6366666666666667
4163-Kiuhy,0,Male,0,0,0,35,1,1,No,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,25.6,901.25,0.8533333333333334
4163-Ncjak,0,Female,0,1,0,46,1,1,No,0,0,0,0,0,0,One Year,1,Bank Transfer (Automatic),24.45,1066.15,0.815
4174-Lpgti,1,Female,0,1,1,41,1,0,Dsl,0,1,0,1,0,1,One Year,1,Bank Transfer (Automatic),66.5,2728.6,2.216666666666667
4176-Fxybo,0,Male,0,1,0,54,1,1,Fiber Optic,1,1,1,0,1,1,Month-To-Month,0,Electronic Check,109.55,6118.95,3.6516666666666664
4176-Reljr,0,Male,1,0,0,67,1,1,No,0,0,0,0,0,0,Two Year,0,Credit Card (Automatic),25.1,1672.15,0.8366666666666667
4177-Jpdfu,0,Male,0,0,0,12,0,0,Dsl,0,1,0,1,0,0,Month-To-Month,0,Mailed Check,34.0,442.45,1.1333333333333333
4178-Egmon,0,Male,0,1,0,70,1,1,Fiber Optic,1,1,0,1,0,0,Two Year,1,Credit Card (Automatic),88.0,5986.45,2.933333333333333
4182-Bgsiq,0,Female,0,1,1,10,1,0,No,0,0,0,0,0,0,Month-To-Month,1,Bank Transfer (Automatic),19.8,196.75,0.66
4183-Myfrb,0,Female,0,0,0,21,1,0,Fiber Optic,0,1,1,0,0,1,Month-To-Month,1,Electronic Check,90.05,1862.9,3.0016666666666665
4183-Wcsep,1,Male,0,0,0,31,1,0,Fiber Optic,0,1,0,1,0,0,Month-To-Month,1,Electronic Check,78.45,2435.15,2.615
4184-Tjfan,1,Female,1,1,1,3,1,0,Fiber Optic,1,0,0,1,1,0,Month-To-Month,1,Mailed Check,88.3,273.75,2.9433333333333334
4184-Vodjz,0,Male,0,1,1,63,1,1,Fiber Optic,0,1,0,0,0,1,One Year,1,Electronic Check,91.35,5764.7,3.045
4186-Zbuew,0,Female,0,0,0,36,1,1,Dsl,0,1,0,1,0,1,One Year,1,Mailed Check,70.7,2511.95,2.356666666666667
4187-Cinzd,1,Female,1,0,0,46,1,0,Fiber Optic,0,1,0,0,1,1,One Year,0,Credit Card (Automatic),95.25,4424.2,3.175
4188-Frabg,0,Male,0,1,0,57,1,1,Fiber Optic,1,1,1,1,1,0,Month-To-Month,1,Electronic Check,103.05,5925.75,3.435
4188-Pcpig,0,Female,0,1,0,57,1,0,Dsl,1,1,0,1,1,0,Two Year,1,Credit Card (Automatic),70.35,4124.65,2.3449999999999998
4189-Nakjs,0,Male,0,0,0,26,1,1,Dsl,0,0,0,0,0,0,One Year,1,Credit Card (Automatic),51.55,1295.4,1.7183333333333333
4190-Mfluw,1,Female,0,1,1,10,1,0,Dsl,0,0,1,1,0,0,Month-To-Month,0,Credit Card (Automatic),55.2,528.35,1.84
4191-Xovom,0,Male,0,0,0,63,1,1,Fiber Optic,0,1,0,1,1,1,Month-To-Month,0,Electronic Check,105.4,6713.2,3.5133333333333336
4192-Gorjt,1,Male,0,1,0,5,1,0,Fiber Optic,0,0,1,0,1,1,Month-To-Month,1,Electronic Check,94.45,498.1,3.1483333333333334
4193-Ibksw,0,Male,0,1,1,72,1,1,No,0,0,0,0,0,0,Two Year,0,Bank Transfer (Automatic),24.75,1769.6,0.825
4193-Orfcl,1,Female,1,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,45.1,45.1,1.5033333333333334
4194-Fjarj,0,Female,0,1,1,54,1,1,Dsl,1,0,0,1,0,0,Two Year,0,Bank Transfer (Automatic),60.0,3273.95,2.0
4194-Whfcb,0,Female,0,1,1,59,1,1,Fiber Optic,0,1,0,1,0,1,Month-To-Month,1,Bank Transfer (Automatic),96.65,5580.8,3.2216666666666667
4195-Nzgta,0,Female,0,0,0,1,0,0,Dsl,0,0,0,0,0,0,Month-To-Month,0,Electronic Check,25.25,25.25,0.8416666666666667
4195-Pngzs,0,Male,0,1,1,69,1,1,No,0,0,0,0,0,0,Two Year,0,Bank Transfer (Automatic),24.45,1718.2,0.815
4195-Smmnx,1,Male,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,20.35,33.2,0.6783333333333333
4198-Vfoea,0,Female,0,0,0,12,0,0,Dsl,1,0,0,1,0,0,One Year,1,Mailed Check,33.6,435.45,1.12
4199-Qhjnm,0,Male,1,1,0,67,1,1,Fiber Optic,0,1,0,1,1,1,Two Year,0,Bank Transfer (Automatic),102.9,6989.7,3.43
4201-Jmngr,1,Female,1,0,0,1,1,0,Dsl,1,0,1,0,0,0,Month-To-Month,1,Electronic Check,55.8,55.8,1.8599999999999999
4203-Qgnza,0,Female,0,0,1,28,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,20.25,535.35,0.675
4208-Uffgw,1,Male,1,0,0,2,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,44.95,85.15,1.4983333333333335
4210-Qfjmf,1,Female,0,0,0,4,1,0,Fiber Optic,0,0,0,0,0,1,Month-To-Month,1,Electronic Check,79.15,317.25,2.6383333333333336
4211-Mmazn,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,20.25,20.25,0.675
4213-Hkbjo,0,Female,0,0,0,33,1,1,No,0,0,0,0,0,0,Two Year,0,Credit Card (Automatic),25.7,826.1,0.8566666666666667
4220-Tinqt,0,Female,0,1,0,61,1,1,Fiber Optic,0,0,1,1,1,1,Month-To-Month,1,Electronic Check,106.35,6751.35,3.545
4223-Bkeor,0,Female,0,0,1,21,1,0,Dsl,1,0,1,0,0,1,One Year,0,Mailed Check,64.85,1336.8,2.1616666666666666
4223-Wozcm,0,Male,1,0,0,2,1,0,Dsl,0,0,1,0,0,0,Month-To-Month,0,Mailed Check,49.95,107.1,1.665
4226-Kkdon,0,Male,0,0,0,8,1,0,Dsl,0,1,0,1,1,0,Month-To-Month,1,Electronic Check,66.65,520.95,2.2216666666666667
4227-Ojhal,0,Female,0,1,1,68,1,1,Dsl,1,1,1,0,1,0,One Year,1,Credit Card (Automatic),73.0,5163.0,2.433333333333333
4228-Zgyuw,1,Male,0,0,0,4,1,1,Fiber Optic,0,1,0,0,0,1,Month-To-Month,1,Electronic Check,90.05,368.1,3.0016666666666665
4229-Czmll,1,Male,0,0,0,6,1,1,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,74.9,469.8,2.496666666666667
4231-Lzuym,0,Female,0,1,0,72,1,1,No,0,0,0,0,0,0,Two Year,0,Bank Transfer (Automatic),25.65,1887.0,0.855
4232-Jgkiy,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Electronic Check,19.2,19.2,0.64
4234-Xtnea,0,Male,0,0,0,2,1,0,Fiber Optic,0,0,0,0,1,0,Month-To-Month,1,Electronic Check,79.95,174.45,2.665
4236-Ujpwo,0,Female,0,0,0,2,0,0,Dsl,0,0,0,0,0,0,Month-To-Month,0,Electronic Check,24.5,46.4,0.8166666666666667
4236-Xpxav,1,Female,0,1,1,5,1,0,Fiber Optic,0,1,0,1,1,1,Month-To-Month,1,Mailed Check,99.15,465.05,3.305
4237-Clsmm,0,Male,0,1,0,2,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,20.0,38.0,0.6666666666666666
4237-Rlaqd,1,Male,0,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,1,Mailed Check,45.85,45.85,1.5283333333333333
4238-Hfhsn,0,Male,1,1,0,61,1,1,Fiber Optic,0,1,0,0,0,0,Month-To-Month,1,Electronic Check,82.15,4904.85,2.7383333333333337
4238-Jsswh,0,Female,1,1,0,35,1,1,Fiber Optic,0,0,1,0,1,1,Month-To-Month,0,Bank Transfer (Automatic),102.05,3452.55,3.4016666666666664
4248-Hcetz,1,Male,1,1,0,30,1,0,Fiber Optic,0,1,1,0,0,0,Month-To-Month,1,Mailed Check,79.65,2365.15,2.6550000000000002
4248-Qpavc,1,Female,1,1,0,17,1,1,Fiber Optic,1,0,1,0,0,0,Month-To-Month,1,Bank Transfer (Automatic),85.35,1463.45,2.8449999999999998
4250-Fdvou,1,Female,0,0,0,6,1,0,Dsl,1,1,0,0,0,0,Month-To-Month,0,Electronic Check,56.25,389.1,1.875
4250-Qvqru,0,Male,0,0,1,2,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,19.25,48.35,0.6416666666666667
4250-Waroz,0,Male,1,1,1,60,1,1,Fiber Optic,1,1,0,0,0,1,Month-To-Month,1,Electronic Check,93.25,5774.55,3.1083333333333334
4250-Zbwlv,1,Male,0,0,0,68,1,1,Fiber Optic,0,1,1,1,1,1,One Year,0,Electronic Check,108.45,7176.55,3.615
4254-Qpede,0,Female,0,1,0,52,0,0,Dsl,1,1,1,1,1,1,Two Year,0,Credit Card (Automatic),66.25,3330.1,2.2083333333333335
4255-Dduou,1,Female,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-To-Month,1,Mailed Check,20.5,20.5,0.6833333333333333
4256-Zwtzi,0,Female,0,0,1,5,1,0,Dsl,0,0,0,1,0,0,Month-To-Month,1,Mailed Check,51.0,286.8,1.7
4257-Gaesd,0,Female,0,0,0,6,0,0,Dsl,0,0,0,0,1,1,Month-To-Month,0,Credit Card (Automatic),45.0,298.7,1.5
4268-Ynahk,0,Male,0,0,1,33,1,0,No,0,0,0,0,0,0,One Year,1,Mailed Check,20.15,682.15,0.6716666666666666
4273-Mbhya,0,Female,0,0,1,1,1,0,Fiber Optic,0,0,0,0,1,1,Month-To-Month,1,Electronic Check,89.35,89.35,2.978333333333333
4274-Drsqt,0,Female,0,0,0,66,1,1,Fiber Optic,0,1,0,0,1,0,One Year,1,Bank Transfer (Automatic),88.9,6000.1,2.9633333333333334
4274-Owwyo,1,Male,0,0,0,1,1,0,Fiber Optic,0,1,0,0,0,0,Month-To-Month,1,Electronic Check,74.35,74.35,2.478333333333333
4277-Bwbml,0,Male,0,1,1,72,1,0,No,0,0,0,0,0,0,Two Year,0,Bank Transfer (Automatic),19.95,1322.85,0.6649999999999999
4277-Pvran,1,Female,0,0,0,8,1,0,Fiber Optic,0,0,0,0,1,0,Month-To-Month,1,Bank Transfer (Automatic),80.1,679.3,2.67
4277-Udief,0,Male,0,1,1,24,1,1,Dsl,1,0,0,1,1,1,Month-To-Month,0,Bank Transfer (Automatic),81.0,1923.85,2.7
4280-Dlshd,0,Male,0,1,0,8,1,0,Dsl,0,1,1,0,0,0,Month-To-Month,1,Mailed Check,54.75,445.85,1.825
4282-Acrxs,0,Male,1,1,0,38,0,0,Dsl,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,24.85,955.75,0.8283333333333334
4282-Msacw,0,Male,0,0,0,68,1,1,Fiber Optic,1,1,1,1,1,1,One Year,1,Credit Card (Automatic),117.2,8035.95,3.9066666666666667
4282-Ymkna,1,Female,0,0,0,9,1,1,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,74.75,706.6,2.4916666666666667
4283-Futgf,1,Male,1,0,0,19,1,1,Fiber Optic,0,0,1,0,0,0,Month-To-Month,1,Electronic Check,79.85,1471.75,2.6616666666666666
4283-Ivyci,0,Male,0,0,0,9,1,0,Dsl,1,0,0,1,0,1,Month-To-Month,0,Mailed Check,64.95,547.8,2.165
4285-Gyrqc,1,Female,0,1,0,7,1,0,Fiber Optic,0,0,1,0,1,0,Month-To-Month,1,Electronic Check,86.25,587.1,2.875
4289-Dtdkw,1,Male,0,1,0,40,1,1,Fiber Optic,0,1,0,0,1,1,Month-To-Month,1,Electronic Check,101.3,4113.1,3.3766666666666665
4290-Bsxux,1,Male,0,1,0,3,1,1,Fiber Optic,0,0,0,1,0,0,Month-To-Month,1,Bank Transfer (Automatic),79.65,251.75,2.6550000000000002
4290-Uzsky,0,Female,0,0,0,4,1,0,Fiber Optic,0,0,0,0,1,0,Month-To-Month,1,Electronic Check,79.0,303.15,2.6333333333333333
4291-Hpaxl,0,Male,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,19.85,19.85,0.6616666666666667
4291-Hyebc,0,Female,1,1,1,28,0,0,Dsl,0,1,0,0,0,1,One Year,1,Electronic Check,39.1,1096.6,1.3033333333333335
4291-Shsbh,0,Male,0,0,0,7,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,69.55,521.35,2.3183333333333334
4291-Tpnfg,0,Male,0,1,0,72,1,1,Dsl,1,1,1,1,0,1,Two Year,1,Bank Transfer (Automatic),82.3,5980.55,2.743333333333333
4291-Yzodp,0,Female,0,0,1,7,1,0,No,0,0,0,0,0,0,One Year,0,Mailed Check,20.05,96.8,0.6683333333333333
4293-Etkap,0,Female,0,1,1,65,1,1,Dsl,0,1,0,1,1,1,Two Year,1,Bank Transfer (Automatic),79.4,5071.9,2.646666666666667
4295-Yuret,0,Female,1,1,1,56,1,0,Dsl,1,0,0,1,1,1,Two Year,1,Credit Card (Automatic),72.6,4084.35,2.42
4298-Oyifc,0,Male,0,1,0,15,1,1,Fiber Optic,0,0,1,1,1,1,Month-To-Month,1,Electronic Check,103.45,1539.8,3.4483333333333333
4299-Opxej,0,Female,0,0,0,56,1,0,No,0,0,0,0,0,0,Two Year,1,Bank Transfer (Automatic),19.55,1080.55,0.6516666666666667
4299-Simns,0,Male,0,0,0,9,1,1,Fiber Optic,1,0,0,0,0,0,Month-To-Month,1,Electronic Check,81.15,784.45,2.705
4301-Vvzka,0,Male,0,1,0,16,1,1,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,75.4,1189.4,2.5133333333333336
4302-Zyfel,0,Male,0,1,1,69,1,0,No,0,0,0,0,0,0,One Year,1,Credit Card (Automatic),20.55,1403.1,0.685
4304-Tspvk,0,Female,0,1,0,68,1,1,Fiber Optic,1,1,1,1,1,1,Two Year,0,Bank Transfer (Automatic),114.9,7843.55,3.83
4304-Xumgi,0,Male,1,1,1,50,1,1,Dsl,1,1,1,0,0,1,Two Year,1,Bank Transfer (Automatic),75.15,3822.45,2.5050000000000003
4307-Ktumw,1,Male,0,1,0,53,1,1,Fiber Optic,1,0,1,0,0,1,Month-To-Month,0,Electronic Check,93.9,5029.2,3.1300000000000003
4307-Kwmxe,0,Male,0,0,0,10,0,0,Dsl,0,1,0,1,0,0,Month-To-Month,0,Electronic Check,35.75,389.8,1.1916666666666667
4310-Kedtb,0,Female,0,0,1,26,0,0,Dsl,0,0,1,0,0,0,Month-To-Month,1,Mailed Check,29.8,786.5,0.9933333333333334
4311-Qttai,0,Female,0,0,0,16,1,0,No,0,0,0,0,0,0,One Year,0,Credit Card (Automatic),19.35,295.55,0.645
4312-Gvynh,0,Female,0,1,0,70,0,0,Dsl,1,0,1,1,0,1,Two Year,1,Bank Transfer (Automatic),49.85,3370.2,1.6616666666666666
4312-Kfrxn,0,Male,0,1,0,72,1,1,No,0,0,0,0,0,0,Two Year,0,Mailed Check,25.4,1710.9,0.8466666666666666
4315-Murbd,1,Female,0,0,0,12,1,0,Fiber Optic,1,0,0,1,1,1,Month-To-Month,1,Bank Transfer (Automatic),98.9,1120.95,3.296666666666667
4316-Xcslj,0,Male,0,0,1,17,1,0,Dsl,1,0,0,0,0,0,Month-To-Month,1,Mailed Check,50.3,846.8,1.6766666666666665
4317-Vteoa,1,Male,0,0,0,1,1,0,Dsl,0,1,0,0,0,0,Month-To-Month,1,Electronic Check,50.75,50.75,1.6916666666666667
4318-Rajvy,0,Female,0,0,0,10,1,0,No,0,0,0,0,0,0,One Year,1,Mailed Check,19.8,198.25,0.66
4320-Qmlla,0,Male,0,0,0,7,1,0,Dsl,0,0,0,0,1,0,Month-To-Month,0,Mailed Check,54.85,370.4,1.8283333333333334
4322-Rcymt,1,Male,0,1,1,68,1,1,Dsl,0,1,1,1,0,1,One Year,1,Bank Transfer (Automatic),75.8,5293.95,2.5266666666666664
4323-Elyyb,0,Male,0,1,1,13,1,0,No,0,0,0,0,0,0,One Year,0,Mailed Check,20.0,218.55,0.6666666666666666
4323-Ohfow,0,Female,1,1,0,70,1,1,Fiber Optic,0,1,0,1,1,1,One Year,1,Bank Transfer (Automatic),105.55,7195.35,3.518333333333333
4323-Sadqs,1,Male,0,1,1,7,0,0,Dsl,1,0,0,1,0,0,Month-To-Month,1,Electronic Check,34.5,279.25,1.15
4324-Ahjks,0,Female,0,0,0,5,1,0,Dsl,1,0,1,0,0,0,Month-To-Month,0,Credit Card (Automatic),55.8,300.4,1.8599999999999999
4324-Bzckl,0,Female,0,1,1,10,1,0,Dsl,0,1,1,0,0,0,Month-To-Month,1,Mailed Check,55.55,551.3,1.8516666666666666
4325-Nfskc,1,Male,1,0,0,19,1,1,Fiber Optic,1,0,0,0,1,0,Month-To-Month,1,Electronic Check,90.6,1660.0,3.02
4328-Vufwd,0,Female,0,0,0,39,1,0,Dsl,0,0,0,1,0,1,One Year,0,Electronic Check,59.3,2209.15,1.9766666666666666
4329-Ypddq,0,Male,0,0,0,20,1,0,Fiber Optic,1,1,1,1,1,1,Month-To-Month,1,Bank Transfer (Automatic),108.2,2203.7,3.606666666666667
4332-Muoez,0,Male,1,1,1,20,1,0,Fiber Optic,1,0,1,1,0,1,One Year,0,Credit Card (Automatic),94.3,1818.3,3.143333333333333
4334-Howrp,0,Male,1,1,0,72,0,0,Dsl,1,1,1,1,1,1,Two Year,1,Credit Card (Automatic),64.95,4546.0,2.165
4335-Bsmjs,0,Female,0,0,0,62,1,1,No,0,0,0,0,0,0,Two Year,1,Credit Card (Automatic),25.8,1563.95,0.86
4335-Upjsi,0,Female,0,0,1,24,1,0,No,0,0,0,0,0,0,Two Year,0,Mailed Check,19.75,498.1,0.6583333333333333
4338-Eycer,0,Male,0,1,0,21,1,0,Dsl,0,0,0,0,1,0,Month-To-Month,0,Bank Transfer (Automatic),54.6,1125.2,1.82
4342-Hentk,1,Female,1,0,0,2,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,70.65,142.35,2.355
4342-Hfxws,0,Female,0,1,1,48,1,0,Dsl,1,0,1,1,1,0,One Year,0,Bank Transfer (Automatic),69.7,3023.65,2.3233333333333333
4343-Ejvqb,0,Male,0,0,0,7,1,0,Fiber Optic,1,0,0,0,0,0,Month-To-Month,0,Mailed Check,74.35,533.6,2.478333333333333
4349-Gfqhk,1,Male,0,0,0,1,1,1,Dsl,0,0,1,0,0,0,Month-To-Month,0,Electronic Check,54.35,54.35,1.8116666666666668
4350-Ztlpi,0,Female,0,1,0,53,1,1,Fiber Optic,0,1,1,1,1,1,One Year,1,Bank Transfer (Automatic),108.95,5718.2,3.631666666666667
4351-Qlcsu,1,Female,0,0,0,1,1,0,Dsl,0,0,0,0,1,0,Month-To-Month,1,Credit Card (Automatic),55.0,55.0,1.8333333333333333
4353-Hyojd,0,Female,0,1,1,27,1,0,Dsl,0,1,0,0,0,0,Month-To-Month,0,Mailed Check,49.85,1336.15,1.6616666666666666
4355-Cvpvs,0,Female,0,1,1,56,1,0,Fiber Optic,0,0,0,0,1,1,One Year,0,Bank Transfer (Automatic),88.9,4968.0,2.9633333333333334
4355-Hbjhh,1,Male,0,1,1,67,1,1,Dsl,1,0,1,0,1,1,Two Year,1,Electronic Check,79.7,5293.4,2.6566666666666667
4359-Innwn,0,Female,0,0,0,17,1,0,No,0,0,0,0,0,0,One Year,0,Credit Card (Automatic),20.05,337.9,0.6683333333333333
4360-Pnrqb,0,Male,0,0,0,18,1,1,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Bank Transfer (Automatic),75.6,1395.05,2.52
4360-Qrave,0,Male,1,0,0,37,0,0,Dsl,0,1,1,0,0,0,Month-To-Month,0,Electronic Check,36.65,1315.0,1.2216666666666667
